FR,EN_S,Name,OV_EN,DataType,REP,TR,TIM_S,OV_TIM,EN,ACT,SUB
2900.0,0.0,Radix,717299.091,750mio,1,32.0,0.0,3968510.3,4316.1853,sort,0.11
1700.0,12.41,Radix,1396193.72296,200mio,1,16.0,-148.78,14138294.63,1066.604,sort,0.3
2700.0,-51.97,Radix,8769919.1,1500mio,1,16.0,-84.02,64534736.9,14549.37,sort,0.22
2200.0,9.36,Radix,1115248.99,1000mio,1,32.0,-21.2,6305088.8,5554.343,sort,0.14
2800.0,3.77,Radix,799569.8359,500mio,1,32.0,2.41,5305162.0,2760.942,sort,0.13
