pbzip2_decompress,enwik8,32.0,2000.0,11.81,-15.56,73.647,0.0625
nanozip_default_compress,cr_audio1.wav,32.0,2900.0,0.0,0.0,550.194,0.114583333333
nanozip_5_compress,app4,32,2800.0,40.55,34.25,4527.345,0.09375
nanozip_50_decompress,cr_audio1.wav,8.0,2800.0,0.08,-2.48,376.547,0.302083333333
nanozip_50_compress,enwik9,16,2800.0,6.95,10.13,3782.079,0.114583333333
nanozip_5_compress,enwik8,32.0,2800.0,1.74,-13.55,510.848,0.135416666667
nanozip_default_compress,enwik9,16,1600.0,32.72,23.43,4354.644,0.0833333333333
nanozip_5_compress,enwik9,32,2800.0,20.37,18.01,3322.07,0.104166666667
nanozip_50_compress,enwik8,4.0,2700.0,33.64,24.91,382.229,0.114583333333
pigz_decompress,app4,4.0,2700.0,0.19,-5.72,350.001,0.46875
nanozip_default_decompress,cr_audio1.flac,32,2800.0,1.66,-1.82,244.784,0.3125
nanozip_default_decompress,cr_audio1.wav,8,2800.0,2.93,-2.91,367.605,0.21875
plzip_decompress,cr_audio1.wav,32.0,2700.0,2.56,-5.48,533.988,0.260416666667
nanozip_5_compress,cr_audio1.flac,32.0,2700.0,11.95,9.98,1446.241,0.447916666667
nanozip_50_compress,cr_audio1.flac,32,2800.0,26.52,39.34,1428.914,0.34375
nanozip_5_compress,cr_audio1.wav,8,1600.0,34.16,31.28,366.119,0.322916666667
nanozip_50_compress,game1,16,2300.0,43.27,57.56,9461.328,0.291666666667
nanozip_50_compress,cr_audio1.wav,8.0,1800.0,42.42,45.29,365.894,0.3125
nanozip_5_decompress,cr_audio1.wav,32.0,2900.0,0.0,0.0,382.181,0.5
Quick-750mio,sort,32.0,2400.0,29.18,0.6,2252.202,0.0520833333333
Quick-500mio,sort,32,2500.0,15.15,-13.97,1314.2831,0.0520833333333
Radix-500mio,sort,32.0,2500.0,33.61,15.2,190.494341,0.0729166666667
Radix-1500mio,sort,32,2800.0,4.19,-1.55,917.2739,0.0625
Radix-1000mio,sort,32,2500.0,3.09,-9.04,593.826,0.0833333333333
Count-500mio,sort,32,1600.0,18.34,-12.66,519.1398,0.0833333333333
Count-200mio,sort,32,2300.0,5.37,-3.53,174.711068,0.0625
Radix-200mio,sort,32.0,2300.0,20.72,-16.47,96.53755,0.114583333333
enwik9-3DES_decrypt,decrypt,32.0,2901.0,3.22,-0.28,866.3016,0.0625
Quick-200mio,sort,32.0,2800.0,27.45,1.63,370.9684,0.09375
Count-750mio,sort,32,1600.0,28.22,-11.2,852.07449,0.09375
app4-tar-3DES_decrypt,decrypt,32,2800.0,12.48,-3.07,376.3124,0.09375
game1-tar-3DES_decrypt,decrypt,32,2300.0,9.07,-24.99,537.2798,0.385416666667
Radix-750mio,sort,32.0,2900.0,0.0,0.0,431.61853,0.604166666667
game1-tar-AES_encrypt,encrypt,32,2500.0,10.33,-15.36,686.6857,0.0520833333333
enwik9-AES_encrypt,encrypt,32,2500.0,15.54,-19.07,1031.9886,0.0729166666667
app4-tar-3DES_encrypt,encrypt,32.0,2500.0,6.79,-17.06,898.6355,0.0625
game1-tar-3DES_encrypt,encrypt,32,2800.0,8.41,-4.16,1388.61,0.0625
enwik9-3DES_encrypt,encrypt,32.0,2200.0,6.57,-31.54,2042.058,0.114583333333
app4-tar-AES_encrypt,encrypt,16,2500.0,27.69,-27.73,404.0682,0.0729166666667
enwik4-SHA2,encrypt,32,2500.0,13.79,-26.41,364.170888889,0.09375
enwik4-Whirlpool,encrypt,32,2800.0,2.35,-0.91,634.529555556,0.09375
results,09,16,2000.0,36.53,2.98,6635.35792471,0.0729166666667
results,10,16.0,2300.0,1.81,-16.7,1100.75281514,0.0520833333333
results,02,16,2500.0,29.24,28.55,91.5283665714,0.0729166666667
results,12,16,2000.0,17.55,-12.48,134.942665714,0.0520833333333
results,05,16,2500.0,13.77,0.71,521.015639,0.0729166666667
results,13,16,2500.0,23.79,19.65,3106.77125486,0.0520833333333
results,08,16.0,2901.0,11.38,19.11,334.111430143,0.0729166666667
results,03,16.0,2800.0,9.37,-3.52,557.905689286,0.09375
results,14,16,2500.0,15.04,-15.26,193.208903429,0.0729166666667
results,11,32.0,2500.0,6.47,-9.89,52.9431744286,0.15625
results,07,32.0,2200.0,15.42,-3.56,335.099592286,0.135416666667
results,04,16.0,2500.0,0.4,-14.37,217.041858429,0.0729166666667
results,01,32.0,2200.0,14.92,-9.23,1465.87285843,0.104166666667
results,06,16,2800.0,7.96,-5.34,77.3501297143,0.09375
results,17,16.0,2200.0,44.77,17.29,1710.742763,0.0729166666667
results,16,32.0,2901.0,7.77,23.22,1726.656937,0.0520833333333
results,21,16,2500.0,3.91,-16.05,839.154699286,0.0520833333333
results,22,32.0,2900.0,0.0,0.0,497.329403714,0.0729166666667
results,20,16.0,2901.0,3.56,18.16,253.773571429,0.177083333333
results,18,32.0,2400.0,6.91,-0.45,2302.19135971,0.104166666667
results,19,32.0,2300.0,0.36,-29.1,353.384959571,0.166666666667
