FR,EN,END,Name,START,REP,TR,TIM
1200.0,132.518892,1405164465.669794405,06,1405164464.571628018,2,16,1.098166387
1200.0,78.98425,1405164466.915673853,06,1405164466.337592947,3,16,.578080906
1200.0,115.096277,1405164469.329617936,06,1405164468.391897163,4,16,.937720773
1200.0,116.16157,1405164471.755412258,06,1405164470.806846461,5,16,.948565797
1200.0,151.677181,1405164473.682073535,06,1405164472.476932686,6,16,1.205140849
1200.0,141.05244,1405164475.512032835,06,1405164474.350682901,7,16,1.161349934
1200.0,85.002557,1405164477.640179583,06,1405164476.999435975,8,16,.640743608
1200.0,134.718853,1405169736.150749389,06,1405169735.094214098,2,32,1.056535291
1200.0,84.114906,1405169739.244095745,06,1405169738.620753484,3,32,.623342261
1200.0,87.019517,1405169741.372777945,06,1405169740.715019461,4,32,.657758484
1200.0,85.183166,1405169743.464017698,06,1405169742.837574070,5,32,.626443628
1200.0,95.48314,1405169745.659994818,06,1405169744.929161306,6,32,.730833512
1200.0,87.405094,1405169746.957120365,06,1405169746.320358238,7,32,.636762127
1200.0,96.24399,1405169749.192435287,06,1405169748.460883220,8,32,.731552067
1200.0,324.020322,1405172861.902960030,06,1405172858.839274166,2,4,3.063685864
1200.0,292.568172,1405172865.342104558,06,1405172862.600584678,3,4,2.741519880
1200.0,415.938672,1405172870.783510014,06,1405172866.853536153,4,4,3.929973861
1200.0,243.211572,1405172874.500619143,06,1405172872.248579874,5,4,2.252039269
1200.0,287.26685,1405172879.698805490,06,1405172877.009166167,6,4,2.689639323
1200.0,369.735149,1405172883.857110968,06,1405172880.361908059,7,4,3.495202909
1200.0,229.446886,1405172886.683435231,06,1405172884.556309991,8,4,2.127125240
1200.0,846.02789,1405177009.050306697,06,1405177000.597804661,2,2,8.452502036
1200.0,1334.45953,1405177023.862617023,06,1405177010.515917803,3,2,13.346699220
1200.0,605.954227,1405177030.542202149,06,1405177024.525484890,4,2,6.016717259
1200.0,534.880267,1405177038.312653967,06,1405177033.016540278,5,2,5.296113689
1200.0,643.060954,1405177047.186840914,06,1405177040.784080350,6,2,6.402760564
1200.0,688.225729,1405177055.545729483,06,1405177048.670358870,7,2,6.875370613
1200.0,754.867989,1405177063.782935554,06,1405177056.237662113,8,2,7.545273441
1200.0,988.778462,1405182795.132184514,06,1405182784.793553959,2,1,10.338630555
1200.0,1236.657499,1405182809.536406624,06,1405182796.637763841,3,1,12.898642783
1200.0,1011.059599,1405182821.640019165,06,1405182811.006352840,4,1,10.633666325
1200.0,1000.754352,1405182832.867961716,06,1405182822.338246975,5,1,10.529714741
1200.0,962.292014,1405182844.453533913,06,1405182834.334204650,6,1,10.119329263
1200.0,1588.570456,1405182863.238880220,06,1405182846.929397207,7,1,16.309483013
1200.0,1368.220935,1405182878.864863631,06,1405182864.707958980,8,1,14.156904651
1400.0,156.286425,1405214255.900821934,06,1405214254.603511446,2,8,1.297310488
1400.0,107.036826,1405214257.404202050,06,1405214256.557217039,3,8,.846985011
