FR,EN,END,Name,START,REP,TR,TIM
1200.0,143.812511,1405164201.809198105,02,1405164200.544477007,2,16,1.264721098
1200.0,135.837344,1405164203.657896019,02,1405164202.472130521,3,16,1.185765498
1200.0,158.497944,1405164205.651567553,02,1405164204.315920609,4,16,1.335646944
1200.0,172.038,1405164207.807761723,02,1405164206.313100835,5,16,1.494660888
1200.0,156.190254,1405164209.835639644,02,1405164208.469225166,6,16,1.366414478
1200.0,162.626212,1405164211.936898044,02,1405164210.494995648,7,16,1.441902396
1200.0,153.636546,1405164213.960537754,02,1405164212.637985201,8,16,1.322552553
1200.0,223.762226,1405172510.453664543,02,1405172508.247682455,2,4,2.205982088
1200.0,242.266987,1405172515.315060900,02,1405172512.930313201,3,4,2.384747699
1200.0,222.35011,1405172518.963227957,02,1405172516.781577908,4,4,2.181650049
1200.0,222.376869,1405172522.616808271,02,1405172520.428846174,5,4,2.187962097
1200.0,241.850728,1405172527.493627552,02,1405172525.092670010,6,4,2.400957542
1200.0,220.52911,1405172531.163524347,02,1405172528.961658516,7,4,2.201865831
1200.0,221.858873,1405172534.830755977,02,1405172532.630701826,8,4,2.200054151
1200.0,470.520067,1405182147.620913140,02,1405182142.735726639,2,1,4.885186501
1200.0,459.422999,1405182153.082180121,02,1405182148.282752086,3,1,4.799428035
1200.0,420.4054,1405182158.993691193,02,1405182154.585164336,4,1,4.408526857
1200.0,504.711262,1405182165.715613997,02,1405182160.462677427,5,1,5.252936570
1200.0,464.321944,1405182171.212821708,02,1405182166.382721700,6,1,4.830100008
1200.0,413.200094,1405182177.008877580,02,1405182172.680739056,7,1,4.328138524
1200.0,420.93298,1405182182.882970672,02,1405182178.474874893,8,1,4.408095779
1400.0,113.815448,1405214003.604371758,02,1405214002.626536190,2,8,.977835568
1400.0,124.285203,1405214005.405847003,02,1405214004.299007623,3,8,1.106839380
1400.0,125.522699,1405214007.982986143,02,1405214006.867194974,4,8,1.115791169
1400.0,128.981687,1405214009.792323625,02,1405214008.641894267,5,8,1.150429358
1400.0,127.541182,1405214011.594501418,02,1405214010.447979823,6,8,1.146521595
1400.0,142.956532,1405214013.503175346,02,1405214012.252935116,7,8,1.250240230
1400.0,147.587532,1405214016.305292425,02,1405214014.999476721,8,8,1.305815704
1400.0,170.577171,1405216358.199173999,02,1405216356.644923629,2,32,1.554250370
1400.0,181.868143,1405216362.313169368,02,1405216360.667883416,3,32,1.645285952
1400.0,186.067075,1405216366.468341203,02,1405216364.793230351,4,32,1.675110852
1400.0,175.857093,1405216370.541068566,02,1405216368.934840377,5,32,1.606228189
1400.0,174.482741,1405216374.592239875,02,1405216373.007016277,6,32,1.585223598
1400.0,202.207999,1405216378.884902482,02,1405216377.058195240,7,32,1.826707242
1400.0,234.904308,1405216382.426482110,02,1405216380.342897603,8,32,2.083584507
1400.0,298.985421,1405222561.648000436,02,1405222558.699536887,2,2,2.948463549
1400.0,270.251644,1405222564.985494961,02,1405222562.304843175,3,2,2.680651786
1400.0,282.25895,1405222569.282837460,02,1405222566.483518812,4,2,2.799318648
1400.0,254.187749,1405222573.289181767,02,1405222570.779765696,5,2,2.509416071
1400.0,276.223003,1405222577.486461842,02,1405222574.749955403,6,2,2.736506439
1400.0,254.213797,1405222581.449231395,02,1405222578.948710558,7,2,2.500520837
1400.0,260.931147,1405222585.510281081,02,1405222582.909102437,8,2,2.601178644
1700.0,110.33365,1405252507.264614791,02,1405252506.406368995,2,16,.858245796
1700.0,108.1433,1405252509.594255627,02,1405252508.722954481,3,16,.871301146
1700.0,107.818396,1405252511.096444646,02,1405252510.244959913,4,16,.851484733
1700.0,96.524821,1405252513.255499866,02,1405252512.551655533,5,16,.703844333
1700.0,100.629962,1405252515.450918842,02,1405252514.708059861,6,16,.742858981
1700.0,111.935013,1405252517.780834841,02,1405252516.908381487,7,16,.872453354
1700.0,124.780369,1405252519.370591308,02,1405252518.430579704,8,16,.940011604
1700.0,179.597539,1405258804.190072736,02,1405258802.595198762,2,4,1.594873974
1700.0,162.829267,1405258808.160863770,02,1405258806.686873668,3,4,1.473990102
1700.0,182.514124,1405258812.268497880,02,1405258810.651318021,4,4,1.617179859
1700.0,163.314041,1405258816.201181537,02,1405258814.726087471,5,4,1.475094066
1700.0,148.974752,1405258819.990145383,02,1405258818.658247752,6,4,1.331897631
1700.0,173.890754,1405258822.236772434,02,1405258820.640510941,7,4,1.596261493
1700.0,179.669115,1405258826.291895996,02,1405258824.696614530,8,4,1.595281466
1900.0,106.287509,1405290391.145204635,02,1405290390.278668511,2,8,.866536124
1900.0,106.960099,1405290393.441665232,02,1405290392.604001627,3,8,.837663605
1900.0,94.778122,1405290395.631664061,02,1405290394.889667669,4,8,.741996392
1900.0,113.753775,1405290397.223135259,02,1405290396.314264850,5,8,.908870409
1900.0,99.318656,1405290399.494310814,02,1405290398.713781906,6,8,.780528908
1900.0,118.658026,1405290401.128519748,02,1405290400.183062725,7,8,.945457023
1900.0,120.811209,1405290403.528063622,02,1405290402.583592759,8,8,.944470863
1900.0,147.723105,1405292247.938236338,02,1405292246.731859575,2,32,1.206376763
1900.0,151.879049,1405292249.826420968,02,1405292248.591363143,3,32,1.235057825
1900.0,146.023202,1405292251.639749231,02,1405292250.477185604,4,32,1.162563627
1900.0,142.934477,1405292253.505314233,02,1405292252.331788167,5,32,1.173526066
1900.0,177.461184,1405292256.353910566,02,1405292254.953163828,6,32,1.400746738
1900.0,153.316952,1405292260.041952430,02,1405292258.807251700,7,32,1.234700730
1900.0,165.016454,1405292262.013472208,02,1405292260.688527077,8,32,1.324945131
2200.0,96.352911,1405321623.123139783,02,1405321622.442995126,2,16,.680144657
2200.0,95.715445,1405321625.277846985,02,1405321624.606330797,3,16,.671516188
2200.0,96.425024,1405321627.408550002,02,1405321626.722633282,4,16,.685916720
2200.0,97.246474,1405321629.539495934,02,1405321628.853481309,5,16,.686014625
