pbzip2_compress,app4,32.0,2200.0,7.63,-24.09,768.437,0.34375
pbzip2_decompress,cr_audio1.wav,32.0,2200.0,12.99,-15.6,226.854,0.34375
pbzip2_compress,enwik9,32.0,2200.0,10.68,-21.32,1696.362,0.34375
pbzip2_decompress,cr_audio1.flac,32.0,2200.0,9.34,-19.13,149.42,0.34375
pbzip2_decompress,game1,32.0,2200.0,10.58,-15.69,399.759,0.354166666667
pbzip2_decompress,enwik8,16.0,2400.0,1.07,-21.43,82.623,0.354166666667
pbzip2_compress,cr_audio1.flac,32.0,2200.0,6.32,-29.09,411.863,0.354166666667
pbzip2_decompress,enwik9,32.0,1200.0,2.33,-81.53,741.523,0.354166666667
pbzip2_compress,enwik8,32.0,2200.0,6.95,-20.65,170.317,0.354166666667
pbzip2_compress,cr_audio1.wav,32.0,2200.0,8.13,-23.79,524.299,0.364583333333
pbzip2_compress,game1,32.0,2200.0,7.31,-25.5,1102.121,0.375
pbzip2_decompress,app4,32.0,2200.0,9.96,-17.56,234.758,0.364583333333
pigz_decompress,enwik8,16.0,2700.0,0.42,-3.61,76.866,0.229166666667
pigz_decompress,cr_audio1.wav,16.0,2700.0,3.75,-2.97,242.604,0.239583333333
pigz_decompress,enwik9,16.0,2700.0,2.14,-2.67,934.361,0.21875
pigz_compress,enwik9,32.0,2200.0,6.7,-14.22,794.756,0.34375
pigz_compress,cr_audio1.flac,32.0,2200.0,0.32,-20.75,103.42,0.34375
pigz_compress,game1,32.0,2200.0,6.26,-15.87,550.367,0.354166666667
pigz_compress,cr_audio1.wav,32.0,2200.0,11.92,-1.08,197.657,0.364583333333
pigz_compress,enwik8,32.0,2900.0,-23.9,-40.59,89.687,0.40625
pigz_decompress,game1,8.0,2900.0,0.43,1.96,631.264,0.322916666667
pigz_compress,app4,32.0,2200.0,3.85,-25.75,301.542,0.34375
plzip_compress,cr_audio1.wav,32.0,2700.0,12.51,7.95,2496.464,0.25
plzip_decompress,cr_audio1.wav,32.0,2700.0,2.56,-5.48,533.988,0.21875
