FR,EN,END,Name,START,REP,TR,TIM
1200.0,436.355206,1405166912.890980811,04,1405166908.822716977,2,8,4.068263834
1200.0,437.641568,1405166918.408514645,04,1405166914.357195410,3,8,4.051319235
1200.0,534.1714,1405166925.817469083,04,1405166920.879382854,4,8,4.938086229
1200.0,522.527139,1405166931.305658038,04,1405166926.478674094,5,8,4.826983944
1200.0,503.241279,1405166937.395281905,04,1405166932.770163499,6,8,4.625118406
1200.0,461.770381,1405166943.142254843,04,1405166938.862813315,7,8,4.279441528
1200.0,418.686737,1405166948.443783054,04,1405166944.605433495,8,8,3.838349559
1300.0,320.374576,1405193833.459759278,04,1405193830.724164705,2,32,2.735594573
1300.0,343.84071,1405193837.923041113,04,1405193834.926750940,3,32,2.996290173
1300.0,348.887875,1405193841.600614178,04,1405193838.584796496,4,32,3.015817682
1300.0,394.9027,1405193846.540275988,04,1405193843.088262244,5,32,3.452013744
1300.0,354.367081,1405193852.066575861,04,1405193849.006182858,6,32,3.060393003
1300.0,371.471041,1405193855.973083957,04,1405193852.725422478,7,32,3.247661479
1300.0,320.80034,1405193859.362468572,04,1405193856.629230753,8,32,2.733237819
1300.0,498.258696,1405196689.454704964,04,1405196684.782089403,2,4,4.672615561
1300.0,561.62044,1405196696.208205622,04,1405196690.916103797,3,4,5.292101825
1300.0,530.544543,1405196703.763725350,04,1405196698.675285342,4,4,5.088440008
1300.0,644.119917,1405196710.579688265,04,1405196704.460269436,5,4,6.119418829
1300.0,515.648863,1405196717.918092799,04,1405196713.046755955,6,4,4.871336844
1300.0,595.620919,1405196724.254858789,04,1405196718.576592131,7,4,5.678266658
1300.0,631.6113,1405196732.732633268,04,1405196726.721714807,8,4,6.010918461
1400.0,302.518655,1405211799.016292039,04,1405211796.383549655,2,16,2.632742384
1400.0,281.945155,1405211802.927844166,04,1405211800.477413408,3,16,2.450430758
1400.0,325.742572,1405211807.283046199,04,1405211804.388071450,4,16,2.894974749
1400.0,571.905701,1405211813.582806134,04,1405211808.750495516,5,16,4.832310618
1400.0,323.837745,1405211817.047826864,04,1405211814.237596196,6,16,2.810230668
1400.0,374.759687,1405211821.779825035,04,1405211818.544901507,7,16,3.234923528
1400.0,282.961579,1405211824.888213523,04,1405211822.437495057,8,16,2.450718466
1400.0,876.70808,1405222733.189453607,04,1405222724.602026299,2,2,8.587427308
1400.0,899.620034,1405222743.429483528,04,1405222734.693280809,3,2,8.736202719
1400.0,1176.194474,1405222756.382647472,04,1405222744.889425038,4,2,11.493222434
1400.0,860.001928,1405222767.223388147,04,1405222758.852897822,5,2,8.370490325
1400.0,728.554023,1405222775.773398746,04,1405222768.688197330,6,2,7.085201416
1400.0,701.666393,1405222783.214069512,04,1405222776.430890180,7,2,6.783179332
1400.0,909.774437,1405222793.754260621,04,1405222784.712122398,8,2,9.042138223
1700.0,304.218787,1405256627.603559752,04,1405256625.071454196,2,32,2.532105556
1700.0,254.698904,1405256630.258321364,04,1405256628.253511288,3,32,2.004810076
1700.0,259.51257,1405256634.865574770,04,1405256632.714868851,4,32,2.150705919
1700.0,309.135936,1405256638.711032657,04,1405256636.320049688,5,32,2.390982969
1700.0,387.929814,1405256644.273443729,04,1405256641.164663295,6,32,3.108780434
1700.0,299.643829,1405256649.018108251,04,1405256646.730362416,7,32,2.287745835
1700.0,296.46871,1405256652.854111224,04,1405256650.474055047,8,32,2.380056177
1700.0,427.081862,1405258920.551867180,04,1405258916.806037421,2,4,3.745829759
1700.0,570.157598,1405258928.131048354,04,1405258923.009684094,3,4,5.121364260
1700.0,415.078912,1405258934.355285474,04,1405258930.699365411,4,4,3.655920063
1700.0,433.454382,1405258940.662564968,04,1405258936.817286225,5,4,3.845278743
1700.0,465.858491,1405258947.249710618,04,1405258943.121152435,6,4,4.128558183
1700.0,449.370046,1405258952.713010702,04,1405258948.699673553,7,4,4.013337149
1700.0,523.748277,1405258959.947622023,04,1405258955.207243673,8,4,4.740378350
1800.0,242.884081,1405270926.298096202,04,1405270924.339166020,2,16,1.958930182
1800.0,244.699579,1405270930.690844011,04,1405270928.754883864,3,16,1.935960147
1800.0,267.512677,1405270935.338837414,04,1405270933.144958365,4,16,2.193879049
1800.0,296.260305,1405270939.253720487,04,1405270936.791637827,5,16,2.462082660
1800.0,239.160685,1405270942.608319507,04,1405270940.704003164,6,16,1.904316343
1800.0,246.094308,1405270947.094965050,04,1405270945.063462029,7,16,2.031503021
1800.0,279.604764,1405270950.850240860,04,1405270948.582059444,8,16,2.268181416
1800.0,807.782323,1405279971.955996605,04,1405279964.507146436,2,2,7.448850169
1800.0,625.532878,1405279978.260181724,04,1405279972.605293515,3,2,5.654888209
1800.0,643.19309,1405279986.649408703,04,1405279980.715474403,4,2,5.933934300
1800.0,605.0763,1405279994.748704722,04,1405279989.139294950,5,2,5.609409772
1800.0,702.116542,1405280003.828892230,04,1405279997.242879075,6,2,6.586013155
1800.0,613.034133,1405280010.175375500,04,1405280004.475443682,7,2,5.699931818
1800.0,736.820705,1405280019.410041682,04,1405280012.631355381,8,2,6.778686301
1900.0,312.879317,1405290479.383121440,04,1405290476.757296672,2,8,2.625824768
1900.0,295.672713,1405290483.199654465,04,1405290480.834917900,3,8,2.364736565
1900.0,306.544316,1405290487.090233335,04,1405290484.648843910,4,8,2.441389425
1900.0,290.267575,1405290490.883882582,04,1405290488.541248471,5,8,2.342634111
1900.0,343.480114,1405290495.062978676,04,1405290492.336063925,6,8,2.726914751
1900.0,335.71204,1405290499.217971148,04,1405290496.517566795,7,8,2.700404353
1900.0,315.42041,1405290503.199151547,04,1405290500.678629762,8,8,2.520521785
1900.0,982.520846,1405301168.263560626,04,1405301158.640266523,2,1,9.623294103
1900.0,1081.479325,1405301181.317331223,04,1405301170.716964410,3,1,10.600366813
