FR,EN,END,Name,START,REP,TR,TIM
1200.0,1735.775103,1405167714.700814026,10,1405167698.253467191,2,8,16.447346835
1200.0,1676.409297,1405167732.984228064,10,1405167717.170910320,3,8,15.813317744
1200.0,1757.780787,1405167750.991394813,10,1405167734.450479271,4,8,16.540915542
1200.0,1734.575585,1405167768.863861331,10,1405167752.459875499,5,8,16.403985832
1200.0,1776.898757,1405167787.051591639,10,1405167770.330524027,6,8,16.721067612
1200.0,1681.357922,1405167804.229052803,10,1405167788.518431146,7,8,15.710621657
1200.0,1667.312734,1405167822.399398591,10,1405167806.702030069,8,8,15.697368522
1700.0,1312.42454,1405257293.581002863,10,1405257282.867365767,2,32,10.713637096
1700.0,1199.725314,1405257304.121791794,10,1405257294.232336320,3,32,9.889455474
1700.0,1314.790577,1405257317.369974351,10,1405257306.579785574,4,32,10.790188777
1700.0,1341.675496,1405257329.995271404,10,1405257318.868368828,5,32,11.126902576
1700.0,1332.429588,1405257341.762047393,10,1405257330.650194813,6,32,11.111852580
1700.0,1304.173034,1405257353.363762598,10,1405257342.447588943,7,32,10.916173655
1700.0,1244.49488,1405257364.975586132,10,1405257354.818176004,8,32,10.157410128
1700.0,1728.63965,1405259669.990852396,10,1405259654.614304470,2,4,15.376547926
1700.0,1755.648929,1405259686.335449802,10,1405259670.641542000,3,4,15.693907802
1700.0,1693.572253,1405259703.815245859,10,1405259688.832104042,4,4,14.983141817
1700.0,1737.848336,1405259719.804489606,10,1405259704.465835737,5,4,15.338653869
1700.0,1697.636469,1405259735.561213631,10,1405259720.457030623,6,4,15.104183008
1700.0,1738.458029,1405259752.497535917,10,1405259737.015909985,7,4,15.481625932
1700.0,1971.026259,1405259772.549562959,10,1405259754.953974895,8,4,17.595588064
2200.0,1180.91419,1405322195.784224107,10,1405322186.690382052,2,16,9.093842055
2200.0,1121.298988,1405322204.783345258,10,1405322196.427791225,3,16,8.355554033
2200.0,1135.090495,1405322214.967999940,10,1405322206.232457300,4,16,8.735542640
2200.0,1058.769103,1405322224.659963138,10,1405322216.450932550,5,16,8.209030588
2200.0,1114.045485,1405322235.522732936,10,1405322227.110279319,6,16,8.412453617
2200.0,1147.3676,1405322245.570714584,10,1405322236.977804510,7,16,8.592910074
2200.0,1159.41921,1405322256.030516638,10,1405322247.056459123,8,16,8.974057515
2200.0,1849.155466,1405330446.793634838,10,1405330430.831881450,2,2,15.961753388
2200.0,2328.298868,1405330468.738811998,10,1405330448.249684763,3,2,20.489127235
2200.0,1902.65682,1405330487.569526809,10,1405330471.230106255,4,2,16.339420554
2200.0,1954.276142,1405330505.005743740,10,1405330488.215959820,5,2,16.789783920
2200.0,1859.349711,1405330522.714524811,10,1405330506.464068051,6,2,16.250456760
2200.0,1994.18144,1405330542.859440650,10,1405330525.167065627,7,2,17.692375023
2200.0,1872.019569,1405330560.672012271,10,1405330544.306943267,8,2,16.365069004
2900.0,1089.52531,1405408981.977538187,10,1405408974.968053950,2,32,7.009484237
2900.0,997.770268,1405408988.970701787,10,1405408982.615675890,3,32,6.355025897
2900.0,1110.330146,1405408997.285932790,10,1405408990.414676063,4,32,6.871256727
2900.0,1204.672793,1405409006.012168383,10,1405408998.765367563,5,32,7.246800820
2900.0,1223.523086,1405409014.312864974,10,1405409006.646371528,6,32,7.666493446
2900.0,1084.025395,1405409023.433097576,10,1405409016.756863845,7,32,6.676233731
2900.0,1137.721559,1405409032.153053363,10,1405409024.874091095,8,32,7.278962268
1200.0,1598.821097,1405167697.551739252,10,1405167682.432093566,1,8,15.119645686
2200.0,974.003349,1405322184.198100231,10,1405322176.559624721,1,16,7.638475510
2900.0,1073.79941,1405408973.526837696,10,1405408966.476899046,1,32,7.049938650
2200.0,2297.642748,1405330428.337204573,10,1405330408.346213507,1,2,19.990991066
1700.0,1187.923629,1405257280.407325138,10,1405257270.556601586,1,32,9.850723552
1700.0,1510.034651,1405259652.152890458,10,1405259638.762197358,1,4,13.390693100
