FR,EN,END,Name,START,REP,TR,TIM
1600.0,179.383779,1405233961.523517988,12,1405233960.205638588,2,16,1.317879400
1600.0,147.786718,1405233964.018765866,12,1405233962.976456590,3,16,1.042309276
1600.0,130.613202,1405233965.563670018,12,1405233964.710878348,4,16,.852791670
1600.0,135.564094,1405233967.139176207,12,1405233966.209145938,5,16,.930030269
1600.0,169.912777,1405233969.812872124,12,1405233968.592300006,6,16,1.220572118
1600.0,146.32796,1405233971.438940957,12,1405233970.460402343,7,16,.978538614
1600.0,123.647609,1405233973.675888827,12,1405233972.890324752,8,16,.785564075
1600.0,206.726354,1405238232.520341550,12,1405238231.123302213,2,32,1.397039337
1600.0,170.298027,1405238236.120457349,12,1405238234.976674209,3,32,1.143783140
1600.0,137.831347,1405238239.469500382,12,1405238238.578151049,4,32,.891349333
1600.0,142.366566,1405238241.849153070,12,1405238240.921023383,5,32,.928129687
1600.0,156.70915,1405238243.570157876,12,1405238242.535224621,6,32,1.034933255
1600.0,175.289019,1405238245.425032918,12,1405238244.218958201,7,32,1.206074717
1600.0,153.063868,1405238247.877470606,12,1405238246.879798901,8,32,.997671705
2000.0,169.798654,1405306115.857571669,12,1405306114.821690873,2,16,1.035880796
2000.0,132.473058,1405306117.294310343,12,1405306116.497621995,3,16,.796688348
2000.0,126.144392,1405306119.526203705,12,1405306118.739613721,4,16,.786589984
2000.0,119.44807,1405306120.899118852,12,1405306120.167165818,5,16,.731953034
2000.0,131.160298,1405306123.154703694,12,1405306122.345381751,6,16,.809321943
2000.0,137.872308,1405306125.496209798,12,1405306124.636314290,7,16,.859895508
2000.0,127.70188,1405306127.748355687,12,1405306126.977152327,8,16,.771203360
2500.0,178.360582,1405366311.767761699,12,1405366310.703535976,2,16,1.064225723
2500.0,135.442455,1405366313.091503443,12,1405366312.407066452,3,16,.684436991
2500.0,128.21983,1405366315.228681703,12,1405366314.568976392,4,16,.659705311
2500.0,151.639056,1405366317.511511280,12,1405366316.668007451,5,16,.843503829
2500.0,145.62008,1405366319.779676475,12,1405366318.989642164,6,16,.790034311
2500.0,132.939102,1405366321.113328008,12,1405366320.415485566,7,16,.697842442
2500.0,137.989858,1405366323.290616408,12,1405366322.552972507,8,16,.737643901
2500.0,204.25267,1405369513.410434500,12,1405369512.360180550,2,32,1.050253950
2500.0,138.451531,1405369515.542054773,12,1405369514.851646541,3,32,.690408232
2500.0,138.29425,1405369517.730465434,12,1405369517.020958382,4,32,.709507052
2500.0,147.06386,1405369519.132547515,12,1405369518.367976998,5,32,.764570517
2500.0,162.590879,1405369521.484410593,12,1405369520.612813269,6,32,.871597324
2500.0,163.61542,1405369523.786886287,12,1405369522.924375802,7,32,.862510485
2500.0,139.029147,1405369525.111871418,12,1405369524.422298090,8,32,.689573328
1600.0,1974.621723,1405233959.554162299,12,1405233940.433515553,1,16,19.120646746
1600.0,1944.523867,1405238228.661141287,12,1405238210.377706560,1,32,18.283434727
2000.0,1656.135586,1405306114.179017674,12,1405306098.966987392,1,16,15.212030282
2500.0,1453.975267,1405369510.884267137,12,1405369499.074276008,1,32,11.809991129
2500.0,1338.15681,1405366308.256946915,12,1405366296.780987053,1,16,11.475959862
