FR,EN,END,Name,START,REP,TR,TIM
1600.0,683.527911,1405233290.640098325,05,1405233284.618811812,2,16,6.021286513
1600.0,702.532811,1405233299.361613551,05,1405233293.098541368,3,16,6.263072183
1600.0,566.060963,1405233305.779945431,05,1405233300.815333165,4,16,4.964612266
1600.0,715.983173,1405233312.853524095,05,1405233306.429323849,5,16,6.424200246
1600.0,639.245429,1405233320.067529480,05,1405233314.342976149,6,16,5.724553331
1600.0,586.195823,1405233325.904148231,05,1405233320.717111067,7,16,5.187037164
1600.0,621.342183,1405233332.098983069,05,1405233326.554363388,8,16,5.544619681
1600.0,665.849569,1405237478.306252848,05,1405237472.635041165,2,32,5.671211683
1600.0,603.758955,1405237485.907015327,05,1405237480.768655480,3,32,5.138359847
1600.0,583.410545,1405237491.565970036,05,1405237486.555411153,4,32,5.010558883
1600.0,601.63776,1405237497.346989992,05,1405237492.214439199,5,32,5.132550793
1600.0,570.760082,1405237503.664727957,05,1405237498.805382145,6,32,4.859345812
1600.0,622.019323,1405237509.852141518,05,1405237504.350076768,7,32,5.502064750
1600.0,609.073547,1405237515.681667577,05,1405237510.504353932,8,32,5.177313645
2000.0,671.850634,1405305529.980799066,05,1405305524.525541608,2,16,5.455257458
2000.0,658.181313,1405305536.233376744,05,1405305530.624438606,3,16,5.608938138
2000.0,580.18945,1405305543.671378731,05,1405305538.683024788,4,16,4.988353943
2000.0,558.743458,1405305549.076287069,05,1405305544.314039803,5,16,4.762247266
2000.0,599.831766,1405305555.703857795,05,1405305550.524167133,6,16,5.179690662
2000.0,568.761264,1405305561.285586879,05,1405305556.386188234,7,16,4.899398645
2000.0,539.777395,1405305567.358261665,05,1405305562.731552926,8,16,4.626708739
2500.0,644.229834,1405365791.978571712,05,1405365787.036202562,2,16,4.942369150
2500.0,574.46531,1405365796.815559556,05,1405365792.614770391,3,16,4.200789165
2500.0,562.511946,1405365802.623360419,05,1405365798.258171394,4,16,4.365189025
2500.0,462.84078,1405365808.604409356,05,1405365805.072738751,5,16,3.531670605
2500.0,435.609654,1405365814.414154308,05,1405365811.058055804,6,16,3.356098504
2500.0,500.007839,1405365820.577150626,05,1405365816.865539376,7,16,3.711611250
2500.0,467.44411,1405365826.594846537,05,1405365823.073523650,8,16,3.521322887
2500.0,597.363908,1405368930.683293925,05,1405368926.382785166,2,32,4.300508759
2500.0,559.750793,1405368937.059016982,05,1405368933.127800157,3,32,3.931216825
2500.0,642.82531,1405368943.041615004,05,1405368938.499170408,4,32,4.542444596
2500.0,516.706217,1405368948.138559013,05,1405368944.520541716,5,32,3.618017297
2500.0,462.18421,1405368953.984389735,05,1405368950.584460009,6,32,3.399929726
2500.0,545.60909,1405368958.451231261,05,1405368954.619251060,7,32,3.831980201
2500.0,451.516411,1405368964.166882214,05,1405368960.897269393,8,32,3.269612821
2800.0,508.837875,1405395680.208899138,05,1405395676.851253700,2,32,3.357645438
2800.0,606.82844,1405395686.740618146,05,1405395682.649368344,3,32,4.091249802
2800.0,622.002897,1405395693.481831190,05,1405395689.221063833,4,32,4.260767357
2800.0,564.22212,1405395698.398572511,05,1405395694.917457049,5,32,3.481115462
2800.0,437.333695,1405395703.827191356,05,1405395700.841759066,6,32,2.985432290
2800.0,608.23758,1405395708.435823025,05,1405395704.460374666,7,32,3.975448359
2800.0,516.612239,1405395714.284032880,05,1405395710.878803843,8,32,3.405229037
2901.0,1245.559177,1405426397.969474759,05,1405426388.813241673,2,1,9.156233086
2901.0,1307.22071,1405426408.203467311,05,1405426398.609767046,3,1,9.593700265
2901.0,1526.179553,1405426421.957956420,05,1405426410.685496073,4,1,11.272460347
2901.0,1432.217245,1405426433.117624559,05,1405426422.613186486,5,1,10.504438073
2901.0,1242.260774,1405426443.691277131,05,1405426434.560559856,6,1,9.130717275
2901.0,1256.876543,1405426453.553223584,05,1405426444.325154870,7,1,9.228068714
2901.0,1565.155414,1405426466.583690061,05,1405426455.030144936,8,1,11.553545125
1600.0,594.271585,1405233283.969616063,05,1405233278.692083990,1,16,5.277532073
2800.0,565.710209,1405395674.406143892,05,1405395670.592819228,1,32,3.813324664
1600.0,622.136971,1405237470.137915526,05,1405237464.733557288,1,32,5.404358238
2901.0,1290.274541,1405426386.363458200,05,1405426376.883955645,1,1,9.479502555
2000.0,642.382192,1405305523.883612692,05,1405305518.396592218,1,16,5.487020474
2500.0,560.809239,1405368924.938916881,05,1405368920.868380675,1,32,4.070536206
2500.0,502.564242,1405365784.554501454,05,1405365780.731914316,1,16,3.822587138
