FR,EN,Name,TR,DC,TIM
1900.0,2183.67,sort,8,1471.37,15748.7
1900.0,2265.92,sort,8,1555.3,15758.2
1900.0,2340.74,sort,8,1517.36,16086.1
1900.0,2307.29,sort,8,1562.74,15626.7
1900.0,2209.5,sort,8,1546.91,16209.4
1900.0,2413.07,sort,8,1586.46,16997.7
1900.0,2160.5,sort,8,1527.01,15656.8
1900.0,1367.59,sort,16,1051.71,8400.29
1900.0,1348.15,sort,16,1121.45,8331.95
1900.0,1387.33,sort,16,1138.11,8150.3
1900.0,1411.39,sort,16,1092.83,8256.95
1900.0,1432.26,sort,16,1140,8267.88
1900.0,1529.64,sort,16,1120.73,8659.77
1900.0,1369.45,sort,16,1022.45,8089.75
1900.0,1394.01,sort,16,1098.55,8394.9
1900.0,1431.22,sort,16,1141.86,8297.29
1900.0,1439.8,sort,16,989.536,8247.53
1900.0,844.046,sort,32,648.984,4992.54
1900.0,1047.55,sort,32,645.674,4910.83
1900.0,1019.78,sort,32,726.109,5097.55
1900.0,1098.16,sort,32,838.96,5345.2
1900.0,1049.81,sort,32,810.156,5537.29
1900.0,1005.15,sort,32,781.374,5133.21
1900.0,865.544,sort,32,766.786,5013.9
1900.0,1053.99,sort,32,750.167,4981.81
1900.0,1046.68,sort,32,721.841,4898.47
1900.0,950.981,sort,32,706.252,5249.54
2200.0,9429.86,sort,1,5444.69,90350
2200.0,9477.04,sort,1,5380.46,90389.6
2200.0,9477.11,sort,1,5372.84,90435.8
2200.0,9380.09,sort,1,5312.35,90371.6
2200.0,9475.75,sort,1,5271.81,90386.2
2200.0,9482.61,sort,1,5283.36,90473.3
2200.0,9367.55,sort,1,5320.41,90418.6
2200.0,9331.03,sort,1,5369.41,90381.3
2200.0,8968.59,sort,1,5133.78,90432.2
2200.0,9469.42,sort,1,5348.3,90436.9
2200.0,3733.34,sort,4,2351.98,27900.1
2200.0,3632.71,sort,4,2454.96,28019.1
2200.0,3502.77,sort,4,2316.92,28097.2
2200.0,3649.29,sort,4,2497.03,28253.3
2200.0,3726.7,sort,4,2432.08,28085
2200.0,3572.94,sort,4,2363.81,27872.6
2200.0,3713.94,sort,4,2505.89,28859.8
2200.0,3735.22,sort,4,2450.25,27938.7
2200.0,3801.25,sort,4,2430.88,28527.3
2200.0,3860.5,sort,4,2523.91,29053.6
2200.0,1506.16,sort,16,1032.61,7739.36
2200.0,1597.69,sort,16,1197.6,8255.71
2200.0,1554.74,sort,16,1191.47,7407.01
2200.0,1399.02,sort,16,1166.11,7892.77
2200.0,1578.03,sort,16,1153.75,7822.32
2200.0,1496.81,sort,16,1118.42,7749.68
2200.0,1379.31,sort,16,1064.24,7906.24
2200.0,1590.81,sort,16,1204.09,7901.2
